source,target,weight,layer
3,86,14,64
3,90,1,64
3,97,2,64
3,101,4,64
3,109,9,64
3,111,3,64
3,120,2,64
3,157,4,64
3,186,1,64
3,2,11,65
3,10,46,65
3,12,235,65
3,13,1749,65
3,14,271,65
3,20,53,65
3,21,98,65
3,26,3817,65
3,31,471,65
3,34,117,65
3,35,673,65
3,36,382,65
3,43,807,65
3,62,19,65
3,67,2,65
3,72,22,65
3,73,1069,65
3,79,108,65
3,120,3,65
3,2,23,66
3,5,1,66
3,12,5,66
3,13,95,66
3,14,85,66
3,26,93,66
3,35,36,66
3,67,1,66
3,73,131,66
3,186,4,66
3,10,1,67
3,13,183,67
3,14,19,67
3,21,6,67
3,26,24,67
3,29,5,67
3,58,2,67
3,73,11,67
3,157,4,67
3,2,55,68
3,5,2876,68
3,12,14,68
3,13,7247,68
3,14,7876,68
3,20,22,68
3,21,1074,68
3,26,19684,68
3,29,894,68
3,31,5697,68
3,34,411,68
3,35,6,68
3,36,503,68
3,41,5,68
3,43,1174,68
3,44,1129,68
3,50,11,68
3,51,6,68
3,59,49,68
3,62,508,68
3,67,110,68
3,68,19,68
3,73,1988,68
3,79,15,68
3,81,1,68
3,86,184,68
3,89,1,68
3,101,13,68
3,116,15,68
3,120,5,68
3,2,1,69
3,13,385,69
3,14,14,69
3,20,63,69
3,26,56,69
3,35,6,69
3,36,4,69
3,43,4,69
3,62,4,69
3,72,2,69
3,73,16,69
3,120,1,69
3,2,2,70
3,13,580,70
3,14,86,70
3,21,1,70
3,26,115,70
3,29,63,70
3,35,17,70
3,43,22,70
3,67,1,70
3,73,49,70
3,2,26,71
3,5,1,71
3,10,165,71
3,12,469,71
3,14,2,71
3,21,1,71
3,26,33,71
3,31,17,71
3,35,683,71
3,36,16,71
3,79,149,71
3,120,13,71
3,157,7,71
3,2,38,72
3,10,7,72
3,13,6575,72
3,14,15359,72
3,20,5,72
3,21,24,72
3,26,4857,72
3,29,20,72
3,35,10,72
3,36,13,72
3,43,81,72
3,62,271,72
3,72,15,72
3,73,1553,72
3,79,14,72
3,81,6,72
3,86,2,72
3,157,7,72
3,2,69,73
3,5,45,73
3,12,2,73
3,13,2404,73
3,14,704,73
3,20,14,73
3,21,104,73
3,26,1195,73
3,29,1,73
3,31,1266,73
3,34,15,73
3,36,18,73
3,43,375,73
3,44,30,73
3,62,131,73
3,73,405,73
3,79,1,73
3,86,7,73
3,101,2,73
3,116,9,73
3,145,1,73
3,157,2,73
3,2,154,74
3,10,174,74
3,13,7333,74
3,14,1032,74
3,20,92,74
3,21,1,74
3,26,595,74
3,34,229,74
3,36,1799,74
3,43,6063,74
3,61,484,74
3,62,48,74
3,67,235,74
3,73,753,74
3,81,2,74
3,103,106,74
3,147,34,74
3,157,103,74
3,169,7,74
3,1,38,75
3,2,607,75
3,5,56,75
3,6,276,75
3,8,266,75
3,9,10,75
3,10,1376,75
3,12,1075,75
3,13,46898,75
3,14,55410,75
3,16,53,75
3,17,4,75
3,20,20,75
3,21,13646,75
3,22,691,75
3,25,508,75
3,26,17712,75
3,28,16,75
3,29,9789,75
3,30,247,75
3,31,667,75
3,32,345,75
3,33,11,75
3,34,20736,75
3,35,3439,75
3,36,1058,75
3,39,442,75
3,41,335,75
3,43,31681,75
3,44,1851,75
3,48,3,75
3,51,108,75
3,58,84,75
3,59,3,75
3,62,966,75
3,65,4,75
3,67,827,75
3,68,639,75
3,69,17,75
3,70,4,75
3,73,1151,75
3,75,6,75
3,77,108,75
3,79,596,75
3,81,104,75
3,83,695,75
3,85,1048,75
3,86,1,75
3,87,138,75
3,90,24,75
3,97,5,75
3,107,1,75
3,108,2,75
3,115,4,75
3,116,24,75
3,120,780,75
3,133,7,75
3,181,1,75
3,5,21,76
3,6,4,76
3,8,4,76
3,13,2413,76
3,14,454,76
3,21,26,76
3,26,1993,76
3,29,2,76
3,33,66,76
3,34,1,76
3,36,18,76
3,39,58,76
3,43,10,76
3,62,270,76
3,69,4,76
3,73,36,76
3,81,5,76
3,83,7,76
3,120,41,76
3,124,1,76
3,6,132,77
3,7,132,77
3,12,10,77
3,13,299,77
3,14,99,77
3,21,2,77
3,26,187,77
3,43,26,77
3,62,8,77
3,73,55,77
3,6,804,78
3,7,782,78
3,8,22,78
3,10,29,78
3,13,449,78
3,15,2429,78
3,21,6,78
3,24,62,78
3,26,1199,78
3,28,21,78
3,34,11,78
3,35,1269,78
3,43,2662,78
3,56,2888,78
3,57,130,78
3,62,2,78
3,68,51,78
3,69,98,78
3,73,18,78
3,79,11,78
3,81,595,78
3,117,201,78
3,138,6,78
3,169,431,78
3,179,6,78
3,2,543,79
3,5,3,79
3,10,1041,79
3,12,284,79
3,13,2439,79
3,14,2133,79
3,20,5,79
3,21,175,79
3,24,1,79
3,26,3980,79
3,29,45,79
3,31,18,79
3,34,178,79
3,35,1198,79
3,36,440,79
3,43,651,79
3,62,268,79
3,67,101,79
3,72,189,79
3,73,919,79
3,79,20,79
3,81,12,79
3,86,4,79
3,97,21,79
3,120,63,79
3,145,51,79
3,167,12,79
3,180,4,79
3,211,2,79
3,10,3,80
3,24,6,80
3,26,55,80
3,73,36,80
3,120,23,80
3,6,4,81
3,9,4,81
3,10,21,81
3,13,455,81
3,14,66,81
3,21,120,81
3,26,1462,81
3,29,67,81
3,34,71,81
3,36,5,81
3,38,1,81
3,43,1090,81
3,59,1,81
3,61,3,81
3,62,2,81
3,67,5,81
3,69,3,81
3,81,53,81
3,108,4,81
3,133,222,81
3,145,25,81
3,157,6,81
3,12,96,82
3,13,464,82
3,14,123,82
3,21,19,82
3,26,261,82
3,34,217,82
3,35,84,82
3,36,39,82
3,43,67,82
3,58,5,82
3,62,1,82
3,72,1,82
3,73,115,82
3,155,1,82
3,186,3,82
3,212,2,82
3,2,17,83
3,5,8,83
3,10,144,83
3,12,408,83
3,13,754,83
3,14,392,83
3,20,2,83
3,21,94,83
3,22,7,83
3,24,19,83
3,26,826,83
3,29,9,83
3,34,115,83
3,35,403,83
3,36,69,83
3,43,34,83
3,62,75,83
3,67,30,83
3,72,14,83
3,73,936,83
3,79,39,83
3,81,7,83
3,120,8,83
3,157,4,83
3,6,48,84
3,9,48,84
3,13,43,84
3,14,2,84
3,21,2,84
3,34,27,84
3,35,9,84
3,73,5,84
3,77,8,84
3,81,14,84
3,13,2439,85
3,14,2,85
3,26,942,85
3,73,4,85
3,1,55,86
3,2,14,86
3,4,9,86
3,5,44,86
3,6,39,86
3,8,25,86
3,9,14,86
3,10,45,86
3,12,4,86
3,13,2132,86
3,14,4267,86
3,16,16,86
3,20,7,86
3,21,543,86
3,22,53,86
3,24,18,86
3,26,79,86
3,29,119,86
3,30,61,86
3,31,90,86
3,33,4,86
3,34,126,86
3,35,1592,86
3,36,327,86
3,38,42,86
3,39,8,86
3,43,3733,86
3,44,761,86
3,48,227,86
3,51,1,86
3,59,3,86
3,61,5,86
3,62,5,86
3,66,1,86
3,67,582,86
3,68,15,86
3,69,14,86
3,72,6,86
3,73,13,86
3,75,10,86
3,77,5,86
3,83,2,86
3,85,1,86
3,95,2,86
3,97,1,86
3,101,4,86
3,104,1,86
3,108,6,86
3,120,2,86
3,133,5,86
3,147,2,86
3,157,940,86
3,158,3,86
3,2,1,87
3,13,2515,87
3,14,296,87
3,20,7,87
3,21,11,87
3,25,3,87
3,26,2267,87
3,28,102,87
3,29,1,87
3,32,97,87
3,34,526,87
3,36,14,87
3,38,19,87
3,43,1445,87
3,57,34,87
3,69,1,87
3,73,23,87
3,86,119,87
3,13,15,88
3,14,37,88
3,26,968,88
3,34,4,88
3,73,837,88
3,13,694,89
3,14,297,89
3,26,251,89
3,29,11,89
3,35,4906,89
3,36,2,89
3,73,4,89
3,2,30,90
3,10,29,90
3,12,79,90
3,13,173,90
3,14,300,90
3,20,4,90
3,21,2,90
3,26,324,90
3,29,3,90
3,35,295,90
3,36,7,90
3,43,912,90
3,62,93,90
3,72,9,90
3,73,233,90
3,97,1,90
3,120,9,90
3,211,1,90
3,2,6,91
3,6,11,91
3,8,11,91
3,20,66,91
3,21,7,91
3,24,1076,91
3,25,116,91
3,26,2628,91
3,28,3,91
3,33,3,91
3,34,2126,91
3,36,177,91
3,39,26,91
3,44,1139,91
3,58,7,91
3,59,138,91
3,69,1,91
3,79,7,91
3,81,139,91
3,85,19,91
3,104,143,91
3,108,2,91
3,138,12,91
3,156,1651,91
3,169,113,91
3,172,69,91
3,2,30,92
3,4,2265,92
3,5,1,92
3,6,355,92
3,8,349,92
3,9,6,92
3,10,20,92
3,12,8,92
3,13,11361,92
3,14,967,92
3,15,15,92
3,21,11413,92
3,24,127,92
3,26,1187,92
3,27,12,92
3,29,68,92
3,30,29,92
3,31,2055,92
3,32,683,92
3,33,25,92
3,34,4109,92
3,35,409,92
3,36,193,92
3,38,30,92
3,39,157,92
3,43,1590,92
3,44,1908,92
3,48,23,92
3,50,3,92
3,51,47,92
3,58,1,92
3,59,122,92
3,62,53,92
3,67,44,92
3,68,18,92
3,69,522,92
3,73,74,92
3,75,301,92
3,77,10,92
3,79,67,92
3,81,840,92
3,83,720,92
3,86,26,92
3,87,69,92
3,88,471,92
3,90,23,92
3,95,700,92
3,97,6,92
3,108,653,92
3,120,137,92
3,124,82,92
3,133,64,92
3,145,555,92
3,147,1,92
3,155,67,92
3,156,1,92
3,181,60,92
3,186,22,92
3,12,12,93
3,13,207,93
3,21,7,93
3,26,40,93
3,29,15,93
3,34,4722,93
3,43,3,93
3,52,1,93
3,67,1,93
3,73,3,93
3,86,2,93
3,156,1,93
3,2,8,94
3,13,32,94
3,14,1712,94
3,73,21,94
3,147,9,94
3,1,183,95
3,13,857,95
3,21,5,95
3,26,239,95
3,43,37,95
3,68,23,95
3,73,260,95
3,79,73,95
3,145,22,95
3,13,17,96
3,73,34,96
3,13,21,97
3,79,2,97
3,17,5,98
3,33,231,98
3,48,526,98
3,1,4,99
3,2,331,99
3,4,6,99
3,5,13,99
3,6,3,99
3,8,3,99
3,10,2,99
3,12,1,99
3,13,72755,99
3,14,29585,99
3,21,10413,99
3,24,1,99
3,26,10664,99
3,29,16,99
3,30,3,99
3,31,70,99
3,33,2,99
3,34,1444,99
3,35,109,99
3,36,2194,99
3,41,111,99
3,43,687,99
3,44,235,99
3,48,2,99
3,67,420,99
3,68,16,99
3,69,87,99
3,72,1,99
3,73,5,99
3,79,1,99
3,83,4,99
3,85,17,99
3,86,2,99
3,97,4,99
3,104,1,99
3,116,79,99
3,2,188,100
3,5,86,100
3,10,4660,100
3,12,383,100
3,13,23081,100
3,14,478,100
3,20,406,100
3,21,120,100
3,26,8898,100
3,29,9,100
3,34,255,100
3,35,233,100
3,36,80,100
3,43,4121,100
3,44,112,100
3,48,226,100
3,62,343,100
3,73,161,100
3,79,86,100
3,81,41,100
3,82,124,100
3,85,45,100
3,87,171,100
3,89,47,100
3,104,9,100
3,108,3,100
3,115,3,100
3,5,1,101
3,10,21,101
3,13,127,101
3,14,66,101
3,16,131,101
3,21,250,101
3,26,64,101
3,27,5,101
3,31,4,101
3,34,9,101
3,36,2,101
3,44,4,101
3,48,27,101
3,54,40,101
3,75,44,101
3,81,6,101
3,1,5,102
3,2,490,102
3,5,4750,102
3,6,123,102
3,8,14,102
3,9,109,102
3,10,3,102
3,13,4611,102
3,14,1300,102
3,17,1,102
3,20,344,102
3,21,3649,102
3,22,738,102
3,24,15,102
3,26,3940,102
3,29,4252,102
3,30,121,102
3,31,12,102
3,33,344,102
3,34,65,102
3,35,12940,102
3,36,1389,102
3,38,615,102
3,43,3009,102
3,44,4130,102
3,50,11,102
3,59,38,102
3,62,137,102
3,67,40,102
3,68,17,102
3,69,197,102
3,72,739,102
3,73,164,102
3,77,3,102
3,79,1620,102
3,85,4,102
3,101,267,102
3,116,1,102
3,155,1,102
3,13,2,103
3,2,1005,104
3,6,1976,104
3,8,1976,104
3,13,4744,104
3,14,3253,104
3,20,8,104
3,21,33,104
3,26,267,104
3,29,2,104
3,36,32,104
3,43,1,104
3,69,5,104
3,73,33,104
3,77,67,104
3,81,78,104
3,86,1,104
3,87,62,104
3,89,1,104
3,90,24,104
3,104,526,104
3,192,1,104
3,6,21,105
3,7,7,105
3,8,14,105
3,27,14,105
3,38,49,105
3,50,5,105
3,75,52,105
3,77,878,105
3,85,45,105
3,90,4,105
3,108,129,105
3,10,7,106
3,13,669,106
3,14,203,106
3,26,3366,106
3,34,5,106
3,35,281,106
3,43,56,106
3,67,74,106
3,68,6,106
3,73,321,106
3,147,36,106
3,1,3,107
3,10,3,107
3,13,2501,107
3,14,27,107
3,26,37,107
3,34,57,107
3,36,2,107
3,51,1351,107
3,73,61,107
3,83,1,107
3,90,16,107
3,93,1,107
3,133,2,107
3,149,5,107
3,13,15,108
3,21,48,108
3,51,258,108
3,10,88,109
3,13,2997,109
3,14,14642,109
3,21,106,109
3,26,181,109
3,29,1,109
3,34,87,109
3,35,1,109
3,36,24,109
3,43,328,109
3,44,9,109
3,51,103,109
3,62,14,109
3,67,267,109
3,73,1,109
3,79,62,109
3,101,4,109
3,116,1,109
3,5,1,110
3,6,83,110
3,8,83,110
3,13,1,110
3,26,1236,110
3,28,11,110
3,34,181,110
3,36,4,110
3,44,556,110
3,69,105,110
3,133,1,110
3,13,16,111
3,32,284,111
3,34,32,111
3,79,3,111
3,6,36,112
3,8,36,112
3,2,160,113
3,10,2600,113
3,12,111,113
3,13,1013,113
3,14,557,113
3,21,256,113
3,26,822,113
3,29,17,113
3,31,16,113
3,34,55,113
3,35,267,113
3,43,513,113
3,62,40,113
3,72,38,113
3,73,111,113
3,97,8,113
3,120,12,113
3,211,2,113
3,12,5,114
3,13,129,114
3,14,5,114
3,21,1,114
3,26,34,114
3,34,244,114
3,67,14,114
3,73,7,114
3,13,356,115
3,21,25,115
3,36,1,115
3,51,1,115
3,10,4,116
3,13,15,116
3,14,15,116
3,21,289,116
3,26,315,116
3,72,3,116
3,73,1,116
3,81,4,116
3,147,1,116
3,2,1,117
3,4,57,117
3,6,6173,117
3,8,5994,117
3,9,179,117
3,13,8350,117
3,14,638,117
3,21,556,117
3,22,674,117
3,26,2447,117
3,29,857,117
3,31,173,117
3,34,697,117
3,36,38,117
3,44,1741,117
3,62,1362,117
3,68,304,117
3,72,1082,117
3,95,50,117
3,13,58,118
3,67,21,118
3,2,15,119
3,13,101,119
3,21,1,119
3,26,1147,119
3,29,3,119
3,34,1,119
3,43,6,119
3,62,315,119
3,73,8,119
3,2,23,120
3,12,2,120
3,13,197,120
3,14,391,120
3,26,108,120
3,31,170,120
3,34,59,120
3,35,68,120
3,36,348,120
3,43,33,120
3,67,3,120
3,72,14,120
3,73,472,120
3,81,238,120
3,120,28,120
3,13,81,121
3,14,870,121
3,26,849,121
3,35,16,121
3,43,1,121
3,73,7,121
3,10,84,122
3,12,21,122
3,13,2189,122
3,14,267,122
3,21,387,122
3,26,1100,122
3,34,126,122
3,35,150,122
3,43,239,122
3,62,12,122
3,73,54,122
3,79,39,122
3,86,4,122
3,120,9,122
3,13,5549,123
3,14,219,123
3,20,2055,123
3,26,2207,123
3,36,33,123
3,43,6266,123
3,67,3,123
3,72,2078,123
3,73,98,123
3,108,93,123
3,10,243,124
3,14,6,124
3,21,19,124
3,26,216,124
3,34,14,124
3,43,4,124
3,83,8,124
3,86,1,124
3,12,13,125
3,13,56,125
3,14,61,125
3,21,10,125
3,26,27,125
3,43,90,125
3,61,2,125
3,67,1,125
3,73,170,125
3,13,10,126
3,20,10,126
3,6,27,127
3,8,27,127
3,13,34337,127
3,14,55,127
3,20,809,127
3,21,787,127
3,26,4043,127
3,34,240,127
3,36,88,127
3,43,475,127
3,69,7,127
3,73,65,127
3,13,1,128
3,34,16,128
3,157,1,128
3,13,404,129
3,21,80,129
3,73,5,129
3,118,1,129
3,129,18,129
3,157,58,130
3,13,1474,131
3,118,23,131
3,157,1,131
3,13,807,132
3,43,18,132
3,43,603,133
3,13,1,134
3,26,1,134
3,33,34,135
3,44,3,136
3,0,3364,138
3,6,3816,138
3,7,131,138
3,8,1891,138
3,9,1794,138
3,10,428,138
3,13,20121,138
3,14,4489,138
3,17,16145,138
3,20,2,138
3,21,12043,138
3,24,973,138
3,25,3722,138
3,26,17746,138
3,28,1900,138
3,29,253,138
3,30,1613,138
3,31,17260,138
3,32,4061,138
3,33,2925,138
3,34,3686,138
3,35,49,138
3,36,13,138
3,38,1783,138
3,39,471,138
3,41,290,138
3,43,2521,138
3,47,45,138
3,51,3001,138
3,52,4,138
3,53,261,138
3,56,76,138
3,58,490,138
3,59,839,138
3,61,78,138
3,62,35,138
3,66,2,138
3,67,2604,138
3,73,1153,138
3,77,564,138
3,79,69,138
3,81,326,138
3,82,123,138
3,83,826,138
3,86,2,138
3,87,1,138
3,89,17,138
3,90,2046,138
3,97,5,138
3,102,151,138
3,103,397,138
3,107,2914,138
3,108,782,138
3,111,171,138
3,115,121,138
3,118,7244,138
3,120,59,138
3,124,391,138
3,133,41,138
3,145,650,138
3,147,52,138
3,149,94,138
3,156,28,138
3,157,117,138
3,169,40,138
3,172,84,138
3,180,8,138
3,186,208,138
3,192,232,138
3,212,1116,138
3,0,63,139
3,2,2146,139
3,5,64,139
3,6,909,139
3,7,871,139
3,8,38,139
3,10,113,139
3,12,253,139
3,13,240972,139
3,14,40474,139
3,20,8216,139
3,21,383,139
3,25,33,139
3,26,185188,139
3,28,1047,139
3,29,993,139
3,31,8429,139
3,33,48,139
3,34,6363,139
3,35,383,139
3,36,5,139
3,41,8519,139
3,43,71538,139
3,47,1,139
3,50,138,139
3,51,547,139
3,52,4,139
3,56,9231,139
3,59,85,139
3,61,138,139
3,62,939,139
3,67,5842,139
3,68,365,139
3,72,745,139
3,73,13404,139
3,81,1255,139
3,82,1451,139
3,83,3809,139
3,85,13,139
3,87,15,139
3,89,130,139
3,90,122,139
3,97,45,139
3,103,110,139
3,108,1644,139
3,109,383,139
3,115,118,139
3,116,1258,139
3,118,13874,139
3,120,257,139
3,129,157,139
3,132,23,139
3,145,255,139
3,147,1615,139
3,149,74,139
3,157,24,139
3,172,434,139
3,179,3643,139
3,192,41,139
3,2,20,140
3,10,539,140
3,12,18,140
3,13,96410,140
3,14,17129,140
3,20,16,140
3,21,89209,140
3,24,2,140
3,26,77011,140
3,29,255,140
3,31,1333,140
3,34,6563,140
3,35,188,140
3,36,33,140
3,39,3685,140
3,43,534,140
3,51,28,140
3,56,1,140
3,58,8,140
3,61,49,140
3,62,31,140
3,67,3309,140
3,68,265,140
3,73,18103,140
3,81,4018,140
3,83,21,140
3,87,44,140
3,97,9,140
3,118,16,140
3,132,8,140
3,147,31,140
3,181,1,140
3,4,1511,141
3,5,1534,141
3,6,79,141
3,9,79,141
3,10,79,141
3,13,8189,141
3,14,400,141
3,21,1922,141
3,22,8026,141
3,25,69,141
3,26,1479,141
3,30,855,141
3,31,13,141
3,32,441,141
3,34,348,141
3,36,4159,141
3,38,1,141
3,39,116,141
3,41,28,141
3,43,184,141
3,44,18606,141
3,48,62,141
3,54,591,141
3,57,21,141
3,58,40,141
3,59,8,141
3,67,398,141
3,69,264,141
3,73,157,141
3,75,661,141
3,77,227,141
3,79,493,141
3,85,16,141
3,95,255,141
3,108,2788,141
3,132,27,141
3,145,16,141
3,157,2,141
3,1,97,142
3,2,95,142
3,6,5,142
3,8,5,142
3,10,385,142
3,12,6152,142
3,13,19515,142
3,14,1385,142
3,16,1,142
3,20,11,142
3,21,1101,142
3,25,44,142
3,26,9845,142
3,29,352,142
3,31,502,142
3,32,3673,142
3,33,1,142
3,34,3525,142
3,35,974,142
3,36,2215,142
3,39,4,142
3,41,31,142
3,43,49116,142
3,44,2593,142
3,53,5,142
3,56,12,142
3,58,10,142
3,61,75,142
3,62,241,142
3,66,2,142
3,67,329,142
3,69,78,142
3,73,1667,142
3,77,1,142
3,79,2654,142
3,81,27,142
3,83,70,142
3,85,6,142
3,86,5,142
3,87,19,142
3,101,32,142
3,103,2,142
3,104,96,142
3,108,32,142
3,115,5,142
3,118,273,142
3,129,2,142
3,133,23,142
3,138,54,142
3,147,19,142
3,154,6,142
3,155,2,142
3,169,2,142
3,172,17,142
3,179,80,142
3,180,9,142
3,181,9,142
3,186,10,142
3,192,1,142
3,212,12,142
3,2,562,143
3,10,724,143
3,12,8996,143
3,13,7637,143
3,14,11426,143
3,20,66,143
3,21,516,143
3,26,3797,143
3,29,1414,143
3,34,205,143
3,35,1635,143
3,36,80,143
3,43,3272,143
3,59,10,143
3,62,1174,143
3,67,1,143
3,72,406,143
3,73,3916,143
3,81,175,143
3,86,75,143
3,87,483,143
3,97,92,143
3,118,47,143
3,120,70,143
3,145,2,143
3,179,3,143
3,180,1,143
3,2,4,144
3,13,1334,144
3,14,131,144
3,21,222,144
3,26,372,144
3,29,10,144
3,36,7,144
3,43,189,144
3,68,1,144
3,73,51,144
3,81,3,144
3,83,2,144
3,87,8,144
3,2,3391,145
3,10,2195,145
3,12,2073,145
3,13,33199,145
3,14,73050,145
3,20,813,145
3,21,3060,145
3,26,54322,145
3,29,1921,145
3,31,7,145
3,34,31394,145
3,35,5674,145
3,36,267,145
3,43,6551,145
3,51,36,145
3,62,479,145
3,67,166,145
3,73,1392,145
3,81,794,145
3,180,5,145
3,2,278,146
3,5,2,146
3,10,9,146
3,12,171,146
3,13,3945,146
3,14,1696,146
3,20,46,146
3,21,1618,146
3,26,1394,146
3,29,454,146
3,31,16,146
3,34,26,146
3,35,2529,146
3,36,76,146
3,43,1614,146
3,62,117,146
3,67,9,146
3,68,114,146
3,72,206,146
3,73,932,146
3,83,5,146
3,87,608,146
3,97,12,146
3,120,182,146
3,6,24,147
3,9,24,147
3,10,420,147
3,13,11715,147
3,14,1698,147
3,20,602,147
3,22,112,147
3,25,14,147
3,26,39233,147
3,29,7,147
3,34,75,147
3,36,3,147
3,43,3520,147
3,53,147,147
3,56,41,147
3,67,773,147
3,69,2,147
3,73,1194,147
3,81,14,147
3,108,23,147
3,111,14,147
3,133,1,147
3,172,2,147
3,2,1012,148
3,10,7974,148
3,12,413,148
3,13,50717,148
3,14,67931,148
3,18,18983,148
3,20,5391,148
3,21,16476,148
3,24,50,148
3,26,58072,148
3,29,1666,148
3,31,5006,148
3,34,8208,148
3,35,4849,148
3,43,14711,148
3,51,1081,148
3,56,615,148
3,58,287,148
3,59,105,148
3,61,219,148
3,62,420,148
3,67,3280,148
3,73,10721,148
3,81,1726,148
3,83,597,148
3,86,137,148
3,87,9,148
3,91,1,148
3,118,314,148
3,147,479,148
3,181,2,148
3,211,5,148
3,2,45,149
3,5,20,149
3,6,6367,149
3,7,6367,149
3,10,2054,149
3,12,52,149
3,13,22573,149
3,14,22984,149
3,20,938,149
3,21,2930,149
3,24,979,149
3,25,47,149
3,26,44434,149
3,28,4,149
3,29,243,149
3,31,3834,149
3,33,122,149
3,34,3071,149
3,35,7541,149
3,36,53,149
3,41,2,149
3,43,21657,149
3,51,490,149
3,52,26,149
3,56,2,149
3,58,15,149
3,59,371,149
3,61,37,149
3,62,677,149
3,67,476,149
3,68,5,149
3,72,8,149
3,73,13184,149
3,81,126,149
3,83,1628,149
3,87,112,149
3,103,12,149
3,118,100,149
3,120,3,149
3,145,20,149
3,147,116,149
3,149,1,149
3,155,3665,149
3,158,3,149
3,180,5,149
3,211,1,149
3,2,3,150
3,12,2,150
3,13,8563,150
3,14,1179,150
3,21,2652,150
3,26,3707,150
3,29,557,150
3,31,199,150
3,34,52,150
3,43,652,150
3,51,43,150
3,58,105,150
3,61,1,150
3,67,44,150
3,68,120,150
3,72,279,150
3,73,1444,150
3,81,255,150
3,83,11,150
3,89,25,150
3,90,15,150
3,97,20,150
3,118,2958,150
3,120,11,150
3,147,1,150
3,13,2168,151
3,20,39,151
3,35,36,151
3,73,3,151
3,81,9,151
3,147,4,151
3,2,192,152
3,5,2,152
3,10,322,152
3,12,537,152
3,13,7437,152
3,14,1458,152
3,20,140,152
3,21,333,152
3,26,3379,152
3,29,386,152
3,34,55,152
3,35,1877,152
3,36,34,152
3,43,219,152
3,51,1,152
3,56,8,152
3,62,412,152
3,72,123,152
3,73,3259,152
3,87,748,152
3,120,32,152
3,157,1,152
3,1,5801,153
3,2,18878,153
3,4,441,153
3,5,9706,153
3,6,4405,153
3,7,1499,153
3,8,2133,153
3,9,769,153
3,10,15188,153
3,12,9827,153
3,13,390768,153
3,14,167970,153
3,15,1,153
3,16,47,153
3,17,93,153
3,20,13023,153
3,21,47222,153
3,22,6559,153
3,24,8191,153
3,25,114,153
3,26,197199,153
3,27,25,153
3,28,64,153
3,29,4957,153
3,30,6987,153
3,31,17874,153
3,32,21231,153
3,33,1450,153
3,34,47662,153
3,35,37393,153
3,36,16011,153
3,38,206,153
3,39,8248,153
3,41,1714,153
3,43,249840,153
3,44,21781,153
3,47,349,153
3,48,11,153
3,50,175,153
3,51,870,153
3,52,3,153
3,53,71,153
3,54,18,153
3,56,124,153
3,57,87,153
3,58,187,153
3,59,837,153
3,61,1981,153
3,62,12382,153
3,65,259,153
3,66,179,153
3,67,10668,153
3,68,1050,153
3,69,4930,153
3,70,43,153
3,72,1351,153
3,73,36499,153
3,74,3,153
3,75,179,153
3,76,12,153
3,77,191,153
3,78,2,153
3,79,20726,153
3,81,15654,153
3,82,31,153
3,83,3375,153
3,85,179,153
3,86,885,153
3,87,1254,153
3,89,88,153
3,90,29,153
3,91,2,153
3,95,339,153
3,96,1,153
3,97,952,153
3,101,2207,153
3,103,66,153
3,104,1067,153
3,107,77,153
3,108,9630,153
3,111,31,153
3,114,17,153
3,115,154,153
3,116,54,153
3,118,667,153
3,120,1367,153
3,124,1605,153
3,126,2,153
3,127,2,153
3,129,24,153
3,132,52,153
3,133,476,153
3,139,4,153
3,145,162,153
3,147,1955,153
3,149,735,153
3,155,701,153
3,156,22,153
3,157,726,153
3,158,23,153
3,167,3,153
3,169,3,153
3,172,46,153
3,179,76,153
3,180,49,153
3,181,1299,153
3,192,11,153
3,211,7,153
3,212,6,153
3,2,1103,154
3,6,2049,154
3,7,2049,154
3,10,1303,154
3,12,55,154
3,13,40084,154
3,14,6412,154
3,20,567,154
3,21,1331,154
3,25,2,154
3,26,26416,154
3,29,3254,154
3,31,139387,154
3,33,64,154
3,34,22010,154
3,35,3547,154
3,36,250,154
3,41,129,154
3,43,17562,154
3,51,1,154
3,53,1,154
3,61,479,154
3,62,1484,154
3,67,22,154
3,68,25,154
3,72,1747,154
3,73,1946,154
3,79,6940,154
3,81,122,154
3,83,125,154
3,86,444,154
3,87,503,154
3,97,1079,154
3,101,20,154
3,116,2294,154
3,118,1,154
3,120,1463,154
3,132,350,154
3,155,5,154
3,156,2,154
3,157,1,154
3,1,35,155
3,2,697,155
3,6,490,155
3,7,391,155
3,8,1,155
3,9,98,155
3,10,693,155
3,12,532,155
3,13,174940,155
3,14,15913,155
3,17,45,155
3,18,62,155
3,20,7396,155
3,21,21357,155
3,24,545,155
3,26,41307,155
3,28,4,155
3,29,13123,155
3,30,5,155
3,31,2636,155
3,32,293,155
3,34,23725,155
3,35,1589,155
3,36,173,155
3,38,74,155
3,39,205,155
3,43,33047,155
3,44,190,155
3,47,208,155
3,51,629,155
3,52,14,155
3,53,310,155
3,56,32,155
3,58,63,155
3,59,248,155
3,61,902,155
3,62,3232,155
3,66,4,155
3,67,8934,155
3,68,1635,155
3,70,4,155
3,72,156,155
3,73,3277,155
3,75,14,155
3,77,587,155
3,79,298,155
3,81,1820,155
3,83,164,155
3,87,312,155
3,88,89,155
3,97,164,155
3,103,76,155
3,104,38,155
3,107,52,155
3,115,124,155
3,116,38,155
3,118,469,155
3,120,531,155
3,124,58,155
3,133,101,155
3,145,102,155
3,147,520,155
3,155,17,155
3,157,2,155
3,179,17,155
3,180,12,155
